,Building- lat,longitude,hazards_present,wind_damage_rating,surge_damage_rating,rainwater_ingress_damage_rating,building_type,number_of_stories,understory_pct_of_building_footprint,year_built,roof_shape,mwfrs,foundation_type,wall_structure,wall_substrate,wall_cladding,roof_system,roof_substrate_type,roof_cover,status,Building-long,mindist
361,30.06187,-85.577345,Wind,4,0,,Government,1.0,0.0,,Gable,,,Masonry (unreinforced),,Brick,"""Steel, joists""",,"""Metal, corrugated""",4,-85.577345,10.137529047104293
362,30.062747,-85.577467,Wind,3,0,,Government,1.0,,,Arch,"""Roof Diaphragm, steel"",""Wall Diaphragm, steel"",Moment Frame",,"""Steel, moment resisting frame"",""Steel, braced frame""",,Corrugated steel panels,"""Steel, cold formed""",,"""Metal, corrugated"",""Metal, standing seam""",3,-85.577467,10.212508128187078
363,30.082649,-85.607154,Wind,4,0,,General Area,1.0,0.0,,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",,Wood frame,,Brick,"""Wood, unknown""",,Asphalt shingles (laminated),4,-85.607154,13.81467238271552
364,30.105925,-85.603619,"Wind,Wind-borne debris",3,0,,Apartment (>10 units),3.0,,1985.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",,Wood frame,,Stucco,"""Wood, trusses""",,"""Metal, standing seam""",3,-85.603619,15.433348537479157
365,30.109759,-85.602163,Wind,4,0,,Multi-Family,2.0,0.0,1952.0,Hip,,,"Wood frame,Masonry (unknown)",,Plywood Siding,"""Wood, rafter""",,Asphalt shingles (3-tab),2,-85.602163,15.672698754069256
366,30.110209,-85.602032,"Wind,Wind-borne debris",1,0,-1.0,Single Family,1.0,0.0,1950.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, concrete""",Slab-on-grade,Masonry (unknown),Unknown,Unknown,"""Wood, rafter""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.602032,15.703794325679736
367,30.119234,-85.586759,"Wind,Wind-borne debris",3,0,2.0,Apartment (>10 units),3.0,0.0,1989.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.586759,15.668347115442764
368,30.119693,-85.58596,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,1984.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Wood Boards","""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),3,-85.58596,15.670818644289888
369,30.120137,-85.585933,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,1987.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Wood Boards","""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),3,-85.585933,15.711393048806212
370,30.120339,-85.585948,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,1987.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),3,-85.585948,15.731249850431944
371,30.12074,-85.59294,Wind,4,0,,Hotel/Motel,2.0,0.0,1984.0,Gable,,,Wood frame,,Wood Boards,"""Wood, trusses""",,Asphalt shingles (3-tab),4,-85.59294,16.132325503361457
372,30.120796,-85.586427,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,1985.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),3,-85.586427,15.798707932816711
373,30.120817,-85.585976,"Wind,Wind-borne debris",4,0,-1.0,Single Family,1.0,0.0,1984.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),4,-85.585976,15.777887780425928
374,30.128458,-85.610795,Wind-borne debris,2,0,-1.0,Single Family,1.0,0.0,1999.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,Asphalt shingles (laminated),2,-85.610795,17.824575630036975
375,30.128655,-85.610882,"Wind,Wind-borne debris",2,0,-1.0,Single Family,2.0,0.0,2000.0,Gambrel,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",2,-85.610882,17.84713277478336
376,30.129315,-85.611398,"Wind,Wind-borne debris",4,0,-1.0,Multi-Family,2.0,0.0,1985.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, rafter""",Plywood/OSB,"""Metal, corrugated""",4,-85.611398,17.935628162785147
377,30.129609,-85.611506,"Wind,Wind-borne debris",3,0,-1.0,Single Family,2.0,0.0,1985.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Stucco,Wood Boards","""Wood, unknown""",Plywood/OSB,"""Metal, corrugated""",3,-85.611506,17.96804332255249
378,30.130019,-85.611232,Wind-borne debris,1,0,-1.0,Single Family,1.0,0.0,1977.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Wood Boards","""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.611232,17.988914591590063
379,30.130032,-85.579868,"Wind-borne debris,Wind",1,0,-1.0,Single Family,1.0,0.0,1996.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.579868,16.37483274053692
380,30.130203,-85.57936,Wind,1,0,0.0,Single Family,1.0,0.0,1987.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Vinyl Siding (unknown)","""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.57936,16.36875539017394
381,30.1303552,-85.57684623,Wind,2,0,-1.0,Single Family,1.0,0.0,2015.0,"Gable,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.57684623,16.272365998697097
382,30.131282,-85.608061,Wind,1,0,,Multi-Family,2.0,,2009.0,Hip,,Slab-on-grade,Wood frame,Unknown,Fiber-Cement Board,"""Wood, unknown""",Unknown,Asphalt shingles (3-tab),1,-85.608061,17.923175847234546
383,30.13129819,-85.60821332,Wind,1,0,-1.0,Multi-Family,2.0,0.0,2009.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.60821332,17.93314975317286
384,30.134237,-85.559129,Wind,4,0,3.0,Single Family,1.0,0.0,1980.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),4,-85.559129,15.97426462244374
385,30.134383,-85.558638,None,0,0,,Single Family,1.0,0.0,2009.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),0,-85.558638,15.972680043812234
386,30.13476,-85.746008,"Surge,Wind",1,0,,Condominium (> 10 units),9.0,0.0,1981.0,Flat,"""Roof Diaphragm, concrete"",""Wall Diaphragm, masonry""",,Masonry (unknown),,Stucco,Concrete slab,,Roll roofing,1,-85.746008,26.477295721369217
387,30.134804,-85.558364,Wind,2,0,2.0,Single Family,1.0,0.0,2009.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.558364,16.00720804727537
388,30.135865,-85.598239,None,0,0,0.0,Single Family,1.0,0.0,2016.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),0,-85.598239,17.821584712753793
389,30.13622935,-85.5775892,Wind,2,0,,Single Family,2.0,0.0,2015.0,Gable,,,Wood frame,"""Wood, sheathing (continuous)""","Brick,Vinyl Siding (standard)","""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.5775892,16.888196759029682
390,30.1363665,-85.57744469,Wind,2,0,,Single Family,2.0,,1997.0,Gable,Unknown,Slab-on-grade,Wood frame,Unknown,Vinyl Siding (standard),Unknown,Unknown,"""Metal, standing seam""",2,-85.57744469,16.895736144188668
391,30.13649,-85.563512,"Tree,Wind,Wind-borne debris",1,0,-1.0,Single Family,1.0,0.0,1998.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",1,-85.563512,16.361412086511987
392,30.13653815,-85.57721302,Wind,2,0,,Single Family,1.0,0.0,1986.0,"Gable,Monoslope",,,,,Cedar,"""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.57721302,16.903052985028054
393,30.13717345,-85.59407976,"Wind,Rain",1,0,1.0,Single Family,1.0,0.0,2000.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.59407976,17.737461680366156
394,30.137224,-85.748975,Wind,2,0,,Condominium (> 10 units),13.0,0.0,1985.0,Hip,,,Masonry (unknown),,Stucco,"""Steel, cold formed"",Concrete slab",,"""Metal, standing seam""",2,-85.748975,26.79623761524829
395,30.137349,-85.566346,Wind,1,0,1.0,Single Family,2.0,0.0,2007.0,"Complex,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",1,-85.566346,16.553304576647037
396,30.137412,-85.565039,Wind,1,0,,Single Family,1.0,0.0,2018.0,Gable/Hip Combo,,,,,Vinyl Siding (standard),,,"""Metal, corrugated""",1,-85.565039,16.511683696891378
397,30.137633,-85.566244,Wind,1,0,-1.0,Single Family,2.0,0.0,2007.0,"Complex,Hip","""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",1,-85.566244,16.578664786579733
398,30.137644,-85.62735,Wind,3,0,-1.0,Warehouse,1.0,0.0,1935.0,Flat,"""Roof Diaphragm, steel"",""Wall Diaphragm, steel""",Slab-on-grade,"""Steel, moment resisting frame"",""Steel, braced frame""",,Aluminum siding,"""Steel, joists""",None,"""Metal, corrugated""",3,-85.62735,19.607071839027437
399,30.13770638,-85.56538682,Wind,1,0,,Single Family,2.0,0.0,,"Gable,Hip",,,Wood frame,"""Wood, sheathing (continuous)""","Fiber-Cement Board,Plywood Siding","""Wood, rafter""",,"""Metal, standing seam""",1,-85.56538682,16.554668596862705
400,30.1379137,-85.59406232,Wind,2,0,-1.0,Single Family,1.0,0.0,2002.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Brick,Vinyl Siding (unknown)","""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.59406232,17.807423539010664
401,30.13799,-85.749845,Wind,3,0,,General Area,,,1962.0,,,,,,,,,,3,-85.749845,26.89490478995068
402,30.142678,-85.74851,Wind,4,0,,Warehouse,1.0,0.0,1986.0,Gable,"""Roof Diaphragm, steel"",""Wall Diaphragm, steel""",Slab-on-grade,"""Steel, moment resisting frame""",,Corrugated steel panels,"""Steel, hot rolled""",,"""Metal, corrugated""",4,-85.74851,27.385746590232017
403,30.146976,-85.658097,"Wind,Wind-borne debris",1,0,-1.0,Single Family,2.0,0.0,1944.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),1,-85.658097,22.32780094539839
404,30.147862,-85.658384,Wind,2,0,-1.0,Single Family,2.0,0.0,1930.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Wood Boards,Wood Shake/Shingle","""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.658384,22.4187318153887
405,30.14817954,-85.59332505,"Wind,Rain",2,0,,Single Family,1.0,0.0,2007.0,Gable/Hip Combo,Unknown,Slab-on-grade,Wood frame,Unknown,"Brick,Vinyl Siding (unknown)",Unknown,Unknown,Asphalt shingles (3-tab),2,-85.59332505,18.765138443889427
406,30.148446,-85.658155,"Wind,Wind-borne debris",2,0,,Single Family,1.0,0.0,1916.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, corrugated"",""Metal, standing seam""",2,-85.658155,22.45142636619027
407,30.148469,-85.656396,"Wind,Wind-borne debris",2,0,-1.0,Single Family,1.0,,1925.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",2,-85.656396,22.338929736549165
408,30.14867531,-85.74431229,Wind,3,0,,Marina,1.0,,1997.0,Gable,,,"""Steel, braced frame""",,Corrugated steel panels,"""Steel, cold formed"",""Steel, joists""",,"""Metal, corrugated""",3,-85.74431229,27.978589594355416
409,30.14874083,-85.59334617,None,0,0,,Single Family,1.0,0.0,2007.0,Gable/Hip Combo,,,,,"Brick,Vinyl Siding (standard)",,,Asphalt shingles (3-tab),0,-85.59334617,18.82092145154533
410,30.14881,-85.658621,Wind,1,0,-1.0,Single Family,1.0,0.0,1910.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.658621,22.51156063450924
411,30.148863,-85.657347,Wind,0,0,,Multi-Family,1.0,0.0,1977.0,Gable/Hip Combo,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, unknown""",Unknown,Asphalt shingles (laminated),0,-85.657347,22.43296762433037
412,30.148868,-85.658221,Wind,2,0,-1.0,Single Family,1.0,0.0,1984.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",,Wood frame,"""Wood, sheathing (continuous)""","Brick,Wood Shake/Shingle","""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.658221,22.49022466140112
413,30.14910178,-85.59360232,Wind,1,0,,Single Family,1.0,0.0,2006.0,Gable/Hip Combo,,,,,"Brick,Vinyl Siding (standard)",Unknown,Unknown,Asphalt shingles (3-tab),1,-85.59360232,18.867947121046363
414,30.1495068,-85.59460849,Wind,4,0,,Single Family,1.0,0.0,1987.0,Gable,,,,,Vinyl Siding (standard),,,Asphalt shingles (3-tab),2,-85.59460849,18.953836228809717
415,30.14991704,-85.5943406,Wind,3,0,-1.0,Single Family,1.0,0.0,1987.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""","Wood Boards,stone","""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),3,-85.5943406,18.98150845860244
416,30.150579,-85.591656,Wind,4,0,,General Area,,,1969.0,,,,,,,,,,4,-85.591656,18.924408601368643
417,30.15193137,-85.64305723,Wind,1,0,,Single Family,2.0,0.0,2009.0,Complex,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),1,-85.64305723,21.792115720967534
418,30.152065,-85.643458,Wind,1,0,,Single Family,1.5,0.0,2017.0,Gable/Hip Combo,,,Wood frame,Unknown,Plywood Siding,,,Asphalt shingles (3-tab),1,-85.643458,21.827998250968207
419,30.15225491,-85.64414788,Wind,1,0,,Single Family,2.0,0.0,2016.0,Gable,,,Wood frame,"""Wood, sheathing (continuous)""",Brick,,,Asphalt shingles (3-tab),1,-85.64414788,21.886361606083756
420,30.152483,-85.615062,Wind,4,0,-1.0,Retail,1.0,0.0,2015.0,Monoslope,"""Roof Diaphragm, steel"",""Wall Diaphragm, steel""",Slab-on-grade,"""Steel, cold form""","Not Applicable,Wood Beams","Fiber-Cement Board,Corrugated steel panels","""Steel, joists""",Unknown,"""Metal, standing seam""",4,-85.615062,20.2500683371533
421,30.15374678,-85.58734003,Wind,1,0,,Single Family,2.0,0.0,2017.0,Hip,,,,"""Wood, sheathing (continuous)""",Plywood Siding,,,"""Metal, corrugated""",1,-85.58734003,18.72820081764358
422,30.15403639,-85.64354539,"Wind,Rain",1,0,,Single Family,1.0,,2011.0,Gable/Hip Combo,,,,,Fiber-Cement Board,,,Asphalt shingles (3-tab),1,-85.64354539,22.00343409656004
423,30.15460432,-85.58831267,"Wind-borne debris,Wind",3,0,,Single Family,2.0,100.0,2009.0,Gable,,,Wood frame,"""Wood, sheathing (continuous)""",Fiber-Cement Board,"""Wood, unknown""",Plywood/OSB,"""Metal, standing seam""",3,-85.58831267,18.79220629821722
424,30.155828,-85.647247,"Wind,Wind-borne debris",3,0,2.0,Religious,2.0,0.0,1967.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Masonry (unknown),Unknown,Brick,"""Wood, rafter""",Plywood/OSB,Asphalt shingles (laminated),3,-85.647247,22.382532997845555
425,30.155879,-85.647867,Wind,4,0,,Religious,2.0,0.0,1967.0,"Gable,Hip",,,Masonry (unknown),,Brick,"""Wood, rafter""",Plywood/OSB,Asphalt shingles (3-tab),4,-85.647867,22.424725104883542
426,30.156151,-85.63801,Wind,3,0,,Warehouse,1.0,0.0,2016.0,Flat,,,"""Steel, braced frame""",,Corrugated steel panels,"""Steel, cold formed""",,"""Metal, corrugated""",3,-85.63801,21.85926264810211
427,30.156429,-85.637995,Wind,4,0,,Warehouse,1.0,0.0,2016.0,Gable,"""Roof Diaphragm, steel"",""Wall Diaphragm, steel"",Moment Frame",Slab-on-grade,"""Steel, moment resisting frame""",Not Applicable,Corrugated steel panels,"""Steel, joists""",None,"""Metal, standing seam""",4,-85.637995,21.88293765649874
428,30.156562,-85.645948,Wind,3,0,,Assisted Living Center,3.0,0.0,1992.0,Gable/Hip Combo,,,Unknown,Unknown,,"""Steel, joists""",,"""Metal, corrugated""",3,-85.645948,22.367054618364374
429,30.156565,-85.647866,Wind,3,0,,Religious,1.0,0.0,1967.0,Gable,,,Masonry (unreinforced),Not Applicable,Brick,"""Steel, hot rolled"",""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),3,-85.647866,22.48364464040078
430,30.157056,-85.774176,Wind,2,0,,General Area,,,0.0,,,,,,,,,,2,-85.774176,29.461821162227466
431,30.15886176,-85.62163007,Wind,1,0,,Single Family,1.0,0.0,2018.0,Hip,,,,,Vinyl Siding (standard),,,"""Metal, corrugated""",1,-85.62163007,21.189760264159588
432,30.158935,-85.591688,Wind,4,0,,Religious,1.0,0.0,1983.0,Gable,,,Wood frame,"""Wood, sheathing (continuous)""",Brick,"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",4,-85.591688,18.98299270127672
433,30.159265,-85.647588,"Wind,Wind-borne debris",2,0,,Hospital,6.0,0.0,1987.0,Flat,"""Roof Diaphragm, concrete"",""Wall Diaphragm, steel"",""Wall Diaphragm, concrete""",Slab-on-grade,Unknown,Unknown,Stucco,Concrete slab,,Unknown,2,-85.647588,22.70004084211656
434,30.161805,-85.588687,Wind,1,0,,Multi-Family,2.0,0.0,2012.0,Gable/Hip Combo,,,,"""Wood, sheathing (continuous)""","Fiber-Cement Board,Plywood Siding",,Plywood/OSB,Asphalt shingles (3-tab),1,-85.588687,18.62752697749656
435,30.163288,-85.783847,Wind,1,0,,Single Family,1.0,0.0,1954.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Stucco,"""Wood, rafter""",Plywood/OSB,Built-up without Gravel,1,-85.783847,30.36862065872795
436,30.16413997,-85.66398516,Wind,2,0,-1.0,Single Family,1.0,0.0,1926.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,Asphalt shingles (laminated),2,-85.66398516,24.126189148483064
437,30.164163,-85.664558,Wind,1,0,,Single Family,1.0,0.0,1985.0,Gable,,,Masonry (unknown),,"Stucco,Vinyl Siding (unknown)",,,,1,-85.664558,24.164204600608134
438,30.164547,-85.664621,Wind,1,0,,Single Family,1.0,0.0,1931.0,Complex,,,,,Fiber-Cement Board,,,Asphalt shingles (3-tab),1,-85.664621,24.20042316401905
439,30.16471276,-85.66513516,Wind,0,0,,Multi-Family,1.0,0.0,1957.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Unknown,Asphalt shingles (laminated),0,-85.66513516,24.246742446802344
440,30.164738,-85.664624,Wind,2,0,,Single Family,1.0,0.0,1936.0,Gable,,,Wood frame,,Fiber-Cement Board,"""Wood, unknown""",,Asphalt shingles (3-tab),2,-85.664624,24.216663154508577
441,30.164765,-85.664089,Wind,1,0,,Single Family,1.0,0.0,1915.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, unknown""",Dimensional lumber,Asphalt shingles (3-tab),1,-85.664089,24.185297478059404
442,30.164772,-85.663462,"Tree,Wind",1,0,,Single Family,1.0,0.0,1973.0,Hip,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Aluminum siding,"""Wood, unknown""",Unknown,Asphalt shingles (3-tab),1,-85.663462,24.146548415825716
443,30.165298,-85.665594,Wind,4,0,,Warehouse,1.0,0.0,1978.0,Gable,,,"""Steel, moment resisting frame"",""Steel, braced frame""",,Corrugated steel panels,"""Steel, cold formed""",,"""Metal, corrugated""",4,-85.665594,24.32479993330655
444,30.165325,-85.6639,Wind,1,0,,Single Family,2.0,0.0,1937.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Aluminum siding,"""Wood, unknown""",Unknown,"Asphalt shingles (3-tab),""Metal, standing seam""",1,-85.6639,24.220628828486557
445,30.16540469,-85.66344939,"Tree,Wind",2,0,,Single Family,1.0,0.0,1935.0,Gable,,,Masonry (unknown),,"Plywood Siding,Stucco","""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.66344939,24.19915184782664
446,30.165558,-85.663938,None,0,0,,Single Family,1.0,,1924.0,Gable,,,,,Vinyl Siding (standard),"""Wood, unknown""",,Asphalt shingles (3-tab),0,-85.663938,24.242665719447164
447,30.16559514,-85.66326667,Wind,2,0,-1.0,Single Family,1.0,0.0,1965.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, masonry""",Slab-on-grade,Masonry (unknown),Unknown,"Fiber-Cement Board,concrete block","""Wood, unknown""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.66326667,24.203827011742224
448,30.165708,-85.663951,"Wind,Wind-borne debris",3,0,-1.0,Single Family,1.0,0.0,1935.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,"""Wood, sheathing (continuous)""",Vinyl Siding (unknown),"""Wood, trusses""",Plywood/OSB,"""Metal, standing seam""",3,-85.663951,24.256139556789957
449,30.16595516,-85.66398617,Wind,0,0,,Single Family,1.0,0.0,1950.0,Gambrel,,,,,Fiber-Cement Board,"""Wood, unknown""",,Asphalt shingles (laminated),0,-85.66398617,24.27920937501877
450,30.16597255,-85.66458765,Wind,2,0,,Single Family,1.0,0.0,1936.0,Gable,,,,,Fiber-Cement Board,"""Wood, trusses""",Plywood/OSB,Asphalt shingles (3-tab),2,-85.66458765,24.31832513488074
451,30.166269,-85.663988,Wind,2,0,,Single Family,1.0,0.0,1940.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Brick,"""Wood, unknown""",Unknown,Asphalt shingles (3-tab),2,-85.663988,24.305841701211637
452,30.166295,-85.663456,"Tree,Wind",1,0,,Single Family,1.0,0.0,1988.0,Gable,,,Unknown,Unknown,Unknown,Unknown,,,1,-85.663456,24.274844964598923
453,30.166329,-85.664464,Wind,2,0,,Single Family,1.0,,1955.0,Hip,"""Roof Diaphragm, wood""",,Wood frame,Unknown,Brick,"""Wood, rafter""",,Asphalt shingles (3-tab),2,-85.664464,24.340663555857184
454,30.16644,-85.663484,Wind,1,0,,Single Family,1.0,0.0,1936.0,Gable,"""Roof Diaphragm, wood"",""Wall Diaphragm, wood""",Slab-on-grade,Wood frame,Unknown,Wood Shake/Shingle,"""Wood, unknown""",,Asphalt shingles (3-tab),1,-85.663484,24.28886613314021
455,30.16658,-85.6763,"Wind-borne debris,Wind",3,0,,Single Family,2.0,0.0,1985.0,Gable,,,Wood frame,,Fiber-Cement Board,"""Wood, trusses""",,Asphalt shingles (3-tab),3,-85.6763,25.116510559527264
456,30.166624,-85.677291,Wind,3,0,,Single Family,2.0,0.0,1965.0,Gable,,,Wood frame,,"Brick,Plywood Siding","""Wood, unknown""",,Asphalt shingles (3-tab),3,-85.677291,25.18460249206315
457,30.166643,-85.668805,"Tree,Wind",1,0,,Manufactured Home,1.0,0.0,1955.0,Gable,,Crawlspace,Wood frame,"""Wood, sheathing""",Vinyl Siding (standard),,Plywood,"""Metal, standing seam""",1,-85.668805,24.640475718116942
